관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수,y,x,업종_idx
11230-15720,,지상,서울특별시 동대문구 왕산로29길 14,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.039922,37.5793576,13
11740-5521,,지상,서울특별시 강동구 양재대로 1597,7.0,2.0,2.0,,,,,,,,,,303.66,22.0,127.1432163,37.548215,13
11230-35608,,지상,서울특별시 동대문구 홍릉로 36-2,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0443017,37.5836267,13
11230-5503,11230-1136,지상,제기동 584-0,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.042081,37.5816484,13
11230-5507,11230-1136,지상,제기동 584-0,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.042081,37.5816484,13
11260-100230591,,지상,서울특별시 중랑구 신내역로3길 56,,,,2.0,0.0,0.0,,,,,,,19.97,38.0,127.1052705,37.6179542,13
11380-23701,,지상,서울특별시 은평구 은평로8길 8,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9206345,37.5996938,13
11380-19182,,지상,서울특별시 은평구 통일로69길 12,5.0,0.0,0.0,,,,,,,,,,249.71,4.0,126.9273275,37.6115663,13
11380-15892,,지상,서울특별시 은평구 연서로21길 35-1,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.913953,37.6156867,13
11320-335,,지상,서울특별시 도봉구 시루봉로 107,,,,3.0,553.0,0.0,,,,,,,0.0,0.0,127.0261501,37.6612173,13
11320-336,,지상,서울특별시 도봉구 방학로 193,,,,15.0,1284.0,0.0,,,,,,,0.0,0.0,127.0286105,37.6606886,13
11500-100204271,11500-100204268,지상,서울특별시 강서구 곰달래로 53-1,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8387078,37.5302643,13
11500-100204270,11500-100204268,지상,서울특별시 강서구 곰달래로 53-1,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8387078,37.5302643,13
11350-9649,,지상,서울특별시 노원구 상계로23길 52-7,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0672442,37.6603516,13
11710-100239206,11710-100456926,지상,서울특별시 송파구 문정로 246,1.0,0.0,0.0,,,,,,,,,,49.5647,6.0,127.1420301,37.4999116,13
11350-14714,,지상,서울특별시 노원구 공릉로63길 16,3.0,1.0,0.0,,,,,,,,,,164.9,3.0,127.0702197,37.6350383,13
11470-8304,,지상,서울특별시 양천구 오목로 153,4.0,1.0,0.0,,,,,,,,,,175.01,4.0,126.8545033,37.5250288,13
11470-100225068,,지상,서울특별시 양천구 국회대로 42,4.0,0.0,1.0,,,,,,,,,,198.0,4.0,126.8396892,37.5259607,13
11470-8696,,지상,서울특별시 양천구 지양로 1,1.0,0.0,0.0,,,,,,,,,,17.46,0.0,126.8380327,37.5169705,13
11320-14066,,지상,서울특별시 도봉구 마들로28길 23,3.0,1.0,0.0,,,,,,,,,,166.8,0.0,127.0475502,37.6735421,13
11380-20773,,지상,서울특별시 은평구 연서로28길 13,3.0,1.0,0.0,,,,,,,,,,194.66,0.0,126.9211599,37.617596,13
11380-26938,,지상,서울특별시 은평구 응암로9길 5-1,5.0,1.0,0.0,,,,,,,,,,0.0,4.0,126.9157334,37.5873629,13
11350-100209614,,지상,서울특별시 노원구 마들로5길 89-27,,,,7.0,0.0,0.0,,,,,,,1.45,78.0,127.0499856,37.6428929,13
11200-19777,,지상,서울특별시 성동구 왕십리로 106,4.0,1.0,1.0,,,,,,,,,,304.11,0.0,127.0448258,37.5470168,13
11200-23389,,지상,서울특별시 성동구 광나루로 287,3.0,1.0,0.0,,,,,,,,,,148.69,0.0,127.0616868,37.548358,13
11200-1154,,지상,서울특별시 성동구 고산자로4길 34,,,,6.0,375.0,0.0,,,,,,,295.24,417.0,127.0375397,37.5534696,13
11290-100233172,,지상,서울특별시 성북구 고려대로24가길 13-2,5.0,0.0,1.0,,,,,,,,,,219.94,3.0,127.030343,37.5853803,13
11290-6687,,지상,서울특별시 성북구 동소문로 84-1,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0147348,37.5921476,13
11170-5437,,지상,서울특별시 용산구 한강대로 278-1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9728783,37.5431459,13
11590-27536,,지상,서울특별시 동작구 노량진로16길 10,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9436493,37.5131233,13
11215-6781,,지상,서울특별시 광진구 면목로 81-1,4.0,1.0,0.0,,,,,,,,,,193.0,2.0,127.0785028,37.561145,13
11545-100186957,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,,,,,,,한라시그마밸리,702,지상,20.0,1.0,24.675,0.0,0.0,126.8811478,37.4729729,13
11260-100260630,,지상,서울특별시 중랑구 동일로92길 40,,,,13.0,1505.0,0.0,,,,,,,299.25,2108.0,127.0818352,37.5821387,13
11650-17123,,지상,서울특별시 서초구 서초대로 251,4.0,1.0,0.0,,,,,,,,,,179.8261,4.0,127.0092445,37.4925857,13
11590-31354,,지상,서울특별시 동작구 보라매로 85,3.0,1.0,0.0,,,,,,,,,,149.75,0.0,126.9276133,37.4969944,13
11590-8261,,지상,서울특별시 동작구 동작대로7길 43,3.0,0.0,0.0,,,,,,,,,,143.07,0.0,126.979801,37.4788252,13
11440-19131,,지상,서울특별시 마포구 와우산로27길 28,3.0,1.0,0.0,,,,,,,,,,155.4,3.0,126.9269584,37.5544914,6
11590-21963,,지상,서울특별시 동작구 상도로54길 38,2.0,1.0,0.0,,,,,,,,,,89.29,0.0,126.9527744,37.4958914,13
11590-100183644,,지상,서울특별시 동작구 국사봉1길 43-1,6.0,0.0,1.0,,,,,,,,,,299.13,5.0,126.9307252,37.4992898,13
11260-26418,,지상,서울특별시 중랑구 용마산로120길 6,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1009261,37.6015508,13
11260-4642,,지상,서울특별시 중랑구 동일로96길 9,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0805665,37.5848809,13
11650-100295070,,지상,서울특별시 서초구 바우뫼로 162,6.0,1.0,1.0,,,,,,,,,,249.44,8.0,127.0378943,37.477512,13
11650-16031,,지상,서울특별시 서초구 반포대로12길 49,3.0,1.0,0.0,,,,,,,,,,184.13,2.0,127.0140021,37.485304,13
11110-10740,,지상,서울특별시 종로구 북촌로 6-3,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9860399,37.5774613,13
11650-100295330,,지상,서울특별시 서초구 남부순환로 2471,8.0,1.0,1.0,,,,,,,,,,274.72,7.0,127.0207277,37.4829771,13
11680-4093,,지상,서울특별시 강남구 논현로163길 23,6.0,1.0,0.0,,,,,,,,,,315.35,6.0,127.026285,37.5240219,13
11680-4029,,지상,서울특별시 강남구 봉은사로24길 69,2.0,2.0,0.0,,,,,,,,,,92.51,7.0,127.0321928,37.5024035,13
11680-20773,,지상,서울특별시 강남구 압구정로42길 24-6,7.0,1.0,0.0,,,,,,,,,,245.72,7.0,127.0346255,37.5274336,13
11680-8015,,지상,서울특별시 강남구 선릉로 718,5.0,1.0,1.0,,,,,,,,,,221.28,6.0,127.0409359,37.5189544,13
11680-4783,,지상,서울특별시 강남구 테헤란로77길 9,5.0,1.0,0.0,,,,,,,,,,230.79,6.0,127.0544411,37.5070841,13
11680-100301763,,지상,서울특별시 강남구 도산대로75길 11,5.0,4.0,1.0,,,,,,,,,,198.24,27.0,127.0457958,37.5249509,13
11740-20341,,지상,서울특별시 강동구 성안로 199,5.0,1.0,0.0,,,,,,,,,,230.93,5.0,127.1367628,37.540696,13
11530-22871,,지상,서울특별시 구로구 개봉로 54,4.0,1.0,0.0,,,,,,,,,,174.59,7.0,126.8563692,37.4904794,13
11530-2790,11530-868,지상,서울특별시 구로구 중앙로3길 50,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8609847,37.4998338,13
11680-20748,,지상,서울특별시 강남구 봉은사로1길 38,4.0,1.0,0.0,,,,,,,,,,188.2,3.0,127.0242559,37.5072415,13
11680-21750,,지상,서울특별시 강남구 테헤란로13길 65,2.0,1.0,0.0,,,,,,,,,,60.79,2.0,127.0301208,37.5034594,13
11230-34649,,지상,서울특별시 동대문구 무학로 90,2.0,0.0,0.0,,,,,,,,,,93.97,3.0,127.0307979,37.5723057,13
11260-34,,지상,서울특별시 중랑구 신내로 51,,,,7.0,876.0,0.0,,,,,,,310.71,566.0,127.0947898,37.6048367,13
11110-23215,,지상,서울특별시 종로구 사직로9가길 10,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9689898,37.5768097,13
11110-21821,,지상,서울특별시 종로구 율곡로1길 74-15,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9818203,37.5786745,13
11545-16207,,지상,서울특별시 금천구 독산로 203,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9022998,37.4650281,13
11560-12940,,지상,서울특별시 영등포구 도신로 51,4.0,1.0,1.0,,,,,,,,,,193.7,14.0,126.8983501,37.5056038,13
11530-24782,,지상,서울특별시 구로구 가마산로 215,7.0,1.0,1.0,,,,,,,,,,276.37,8.0,126.8848863,37.4937063,13
11260-1386,,지상,서울특별시 중랑구 용마산로 408,3.0,1.0,0.0,,,,,,,,,,146.0,0.0,127.0962506,37.587796,13
11290-23563,,지상,서울특별시 성북구 동소문로 311,3.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0287231,37.6077274,13
11545-4129,,지상,서울특별시 금천구 시흥대로39길 46,3.0,1.0,0.0,,,,,,,,,,168.62,1.0,126.9008282,37.4466627,13
11560-3697,11560-1483,지상,서울특별시 영등포구 영등포로45길 16,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9084195,37.5207165,13
11110-6926,,지상,서울특별시 종로구 창신2길 3,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0104846,37.5725397,13
11590-24885,,지상,서울특별시 동작구 국사봉1길 31,4.0,1.0,0.0,,,,,,,,,,196.0,0.0,126.9302078,37.4990987,13
11740-100257222,,지상,서울특별시 강동구 올림픽로91길 30,,,,6.0,460.0,0.0,,,,,,,472.99,587.0,127.1254418,37.5491389,13
11740-5419,,지상,서울특별시 강동구 진황도로 150,3.0,0.0,0.0,,,,,,,,,,123.56,0.0,127.1412033,37.5327169,13
11620-30968,,지상,서울특별시 관악구 신사로 102,4.0,1.0,0.0,,,,,,,,,,199.13,3.0,126.9138171,37.4870606,13
11740-100215822,,지상,서울특별시 강동구 양재대로 1452,7.0,1.0,1.0,,,,,,,,,,249.38,4.0,127.1394688,37.5354796,13
11440-21041,,지상,서울특별시 마포구 동교로13길 30-3,2.0,1.0,0.0,,,,,,,,,,104.64,4.0,126.9127769,37.5560374,13
11440-19422,,지상,서울특별시 마포구 월드컵북로1길 30,5.0,1.0,1.0,,,,,,,,,,237.32,6.0,126.9196395,37.5546563,13
11440-10965,11440-1578,지상,서울특별시 마포구 대흥로 171,4.0,1.0,0.0,,,,,,,,,,0.0,2.0,126.9457199,37.5542645,13
11620-15293,,지상,서울특별시 관악구 신림로 376,4.0,1.0,0.0,,,,,,,,,,182.74,2.0,126.9289457,37.4879239,13
11590-15742,,지상,서울특별시 동작구 흑석로 83-2,3.0,1.0,0.0,,,,,,,,,,166.34,0.0,126.9589355,37.5072676,13
11590-10795,,지상,서울특별시 동작구 동작대로 21,7.0,1.0,0.0,,,,,,,,,,252.36,9.0,126.9813713,37.4784873,13
11590-49,,지상,서울특별시 동작구 만양로 19,,,,3.0,925.0,0.0,,,,,,,289.27,7.0,126.9447636,37.5077974,13
11560-11458,,지상,서울특별시 영등포구 도신로29길 15,5.0,1.0,0.0,,,,,,,,,,0.0,4.0,126.9044978,37.5097898,13
11200-100192483,,지상,금호동2가 1216-0,,,,2.0,306.0,0.0,,,,,,,247.56,306.0,127.0232804,37.5520689,13
11200-1222,,지상,서울특별시 성동구 뚝섬로 51,,,,5.0,269.0,0.0,,,,,,,247.61,308.0,127.0195334,37.5423818,13
11200-100188912,,지상,옥수동 560-0,,,,7.0,297.0,0.0,,,,,,,248.91,444.0,127.0181978,37.5423178,13
11170-23344,,지상,서울특별시 용산구 한강대로72길 17-17,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9740959,37.5413609,13
11200-4150,,지상,서울특별시 성동구 무학봉길 46-18,2.0,1.0,0.0,,,,,,,,,,105.47,0.0,127.0274374,37.5602493,13
11650-100218073,,지상,서울특별시 서초구 서초대로77길 62,15.0,7.0,3.0,,,,,,,,,,797.22,149.0,127.0239029,37.5027557,13
11650-14756,,지상,서울특별시 서초구 남부순환로333길 56,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0218763,37.4846389,13
11650-14947,,지상,서울특별시 서초구 남부순환로323길 1,4.0,1.0,0.0,,,,,,,,,,0.0,7.0,127.013517,37.4811499,13
11710-5871,,지상,서울특별시 송파구 송파대로18길 10,4.0,1.0,0.0,,,,,,,,,,0.0,4.0,127.124675,37.4849504,13
11110-3673,,지상,서울특별시 종로구 사직로10길 9-4,1.0,0.0,0.0,,,,,,,,,,63.1688,0.0,126.9705503,37.5753694,13
11110-24781,,지상,서울특별시 종로구 성균관로 4-8,3.0,1.0,0.0,,,,,,,,,,91.2,0.0,126.9987596,37.5836241,13
11140-17424,,지상,서울특별시 중구 청구로 132-4,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0104298,37.5635738,13
11500-100247812,,지상,서울특별시 강서구 양천로 354,10.0,1.0,2.0,,,,,,,,,,399.79,51.0,126.8417347,37.567907,13
11215-19388,,지상,서울특별시 광진구 자양로 35,4.0,1.0,0.0,,,,,,,,,,0.0,4.0,127.0861052,37.5310714,13
11215-22663,11215-230,지상,서울특별시 광진구 뚝섬로23길 27,2.0,0.0,0.0,,,,,,,,,,25.33,4.0,127.0646663,37.5373679,13
11380-7830,,지상,서울특별시 은평구 통일로72길 7,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9249237,37.616641,13
11380-38711,,지상,서울특별시 은평구 증산서길 20-6,3.0,1.0,0.0,,,,,,,,,,27.4,2.0,126.9021611,37.5792874,13
11380-37936,,지상,서울특별시 은평구 증산로 305,4.0,1.0,0.0,,,,,,,,,,188.66,0.0,126.9098299,37.5843756,13
11230-26301,,지상,서울특별시 동대문구 약령서길 32,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.036293,37.5797655,13
11230-100265815,,지상,서울특별시 동대문구 제기로6길 9-13,5.0,0.0,1.0,,,,,,,,,,199.79,7.0,127.0352507,37.5860487,13
11290-8860,,지상,서울특별시 성북구 삼선교로16길 1,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0105913,37.5882871,13
11290-6684,,지상,서울특별시 성북구 보문로40길 21,1.0,0.0,0.0,,,,,,,,,,32.61,0.0,127.0147277,37.5920689,13
11305-100194292,,지상,서울특별시 강북구 노해로 28-10,6.0,1.0,1.0,,,,,,,,,,279.85,1.0,127.0232492,37.6383927,13
11410-6839,,지상,서울특별시 서대문구 통일로 380-6,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9498615,37.584448,13
11215-100260785,11215-100260603,지상,서울특별시 광진구 능동로 69,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0689946,37.5378406,13
11500-100220140,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,,,,,,,306,지상,20.0,2.0,29.49,0.0,0.0,126.8609686,37.5591403,13
11500-100220142,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,,,,,,,310,지상,20.0,2.0,10.85,0.0,0.0,126.8609686,37.5591403,13
11500-100220144,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,,,,,,,314,지상,20.0,2.0,35.67,0.0,0.0,126.8609686,37.5591403,13
11500-100220146,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,,,,,,,311,지상,20.0,2.0,10.77,0.0,0.0,126.8609686,37.5591403,13
11590-3325,11590-242,지상,서울특별시 동작구 흑석로 105,4.0,0.0,0.0,,,,,,,,,,214.6,0.0,126.9609541,37.5080136,13
11590-31506,,지상,서울특별시 동작구 만양로14길 55,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9470564,37.5125929,13
11740-14839,,지상,서울특별시 강동구 천호대로200길 14-6,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.1490942,37.5360741,13
11380-100204924,,지상,서울특별시 은평구 진흥로 180,5.0,1.0,1.0,,,,,,,,,,243.87,3.0,126.9295818,37.6082074,13
11140-100240856,11140-100241926,지상,서울특별시 중구 만리재로 175,4.0,4.0,1.0,,,,,,,,,,0.0,0.0,126.9644863,37.5548629,13
11140-4817,,지상,서울특별시 중구 명동8가길 17,2.0,0.0,0.0,,,,,,,,,,168.6,0.0,126.9859606,37.5618795,13
11170-25016,,지상,서울특별시 용산구 한강대로 206-5,2.0,0.0,0.0,,,,,,,,,,140.3012,0.0,126.9746605,37.5368573,13
11500-100220451,11500-100220336,지상,서울특별시 강서구 양천로 551-24,,,,,,,,1112,지상,20.0,1.0,7.6187,0.0,0.0,126.8620008,37.5588289,13
11500-100220439,11500-100220336,지상,서울특별시 강서구 양천로 551-24,,,,,,,,1003,지상,20.0,1.0,28.1,0.0,0.0,126.8620008,37.5588289,13
11230-10239,,지상,서울특별시 동대문구 한빛로 32-1,6.0,1.0,1.0,,,,,,,,,,293.74,7.0,127.0264402,37.5780861,13
11590-100218585,,지상,서울특별시 동작구 대림로 24,4.0,0.0,1.0,,,,,,,,,,192.48,5.0,126.9105263,37.4873496,13
11710-6507,,지상,서울특별시 송파구 올림픽로32길 22-6,6.0,1.0,1.0,,,,,,,,,,231.48,6.0,127.109125,37.5140038,13
11710-11283,,지상,서울특별시 송파구 백제고분로 221,3.0,1.0,0.0,,,,,,,,,,0.0,8.0,127.0912586,37.5036913,13
11650-100297010,,지상,서울특별시 서초구 신흥안길 40-37,2.0,0.0,0.0,,,,,,,,,,47.23,8.0,127.0767737,37.4540647,13
11530-1482,11530-520,지상,서울특별시 구로구 시흥대로 549,3.0,1.0,0.0,,,,,,,,,,161.0,4.0,126.9005359,37.4823023,13
11500-7598,,지상,서울특별시 강서구 우장산로2길 15,4.0,1.0,0.0,,,,,,,,,,212.86,4.0,126.8377743,37.5541174,13
11740-16336,,지상,서울특별시 강동구 양재대로145길 19,4.0,1.0,0.0,,,,,,,,,,0.0,4.0,127.1428906,37.5518323,13
11545-12445,,지상,서울특별시 금천구 시흥대로101길 38,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8956072,37.4645321,13
11350-14198,,지상,서울특별시 노원구 공릉로58가길 14,4.0,1.0,0.0,,,,,,,,,,176.39,2.0,127.0728252,37.6362689,13
11650-100295811,11650-100295810,지상,서울특별시 서초구 강남대로 589,14.0,8.0,2.0,,,,,,,,,,209.28,0.0,127.0194112,37.5144416,13
11620-33576,,지상,서울특별시 관악구 조원중앙로 8,5.0,1.0,0.0,,,,,,,,,,0.0,4.0,126.9047429,37.4805322,13
11170-22090,,지상,서울특별시 용산구 소월로40길 42,2.0,1.0,0.0,,,,,,,,,,117.54,0.0,126.991263,37.5418789,13
11590-100186330,,지상,서울특별시 동작구 흑석로 84,,,,24.0,0.0,0.0,,,,,,,174.96,1459.0,126.9573779,37.5048875,13
11110-4444,,지상,서울특별시 종로구 창덕궁1길 2,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9892203,37.5794477,13
11110-27039,,지상,서울특별시 종로구 북촌로15길 48,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9833625,37.5848459,13
11110-16543,,지상,서울특별시 종로구 종로44길 69,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0142049,37.5708195,13
11110-16317,,지상,서울특별시 종로구 대학로 51-1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0019721,37.5758187,13
11680-267,,지상,서울특별시 강남구 압구정로77길 36,,,,2.0,15.0,0.0,,,,,,,0.0,0.0,127.0484729,37.5273566,13
11680-4548,,지상,서울특별시 강남구 테헤란로8길 46,2.0,1.0,0.0,,,,,,,,,,71.9,8.0,127.0323169,37.4958839,13
11680-4207,,지상,서울특별시 강남구 개포로22길 9,5.0,1.0,0.0,,,,,,,,,,224.64,5.0,127.0479884,37.4783033,13
11680-15451,,지상,서울특별시 강남구 봉은사로63길 23,4.0,1.0,0.0,,,,,,,,,,150.48,5.0,127.0464623,37.5128294,13
11680-12734,,지상,서울특별시 강남구 논현로151길 18,4.0,1.0,0.0,,,,,,,,,,178.5,2.0,127.0266247,37.5202192,13
11680-11892,,지상,서울특별시 강남구 학동로12길 8,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0253228,37.5117602,13
11200-15767,,지상,서울특별시 성동구 한림말길 6,5.0,1.0,0.0,,,,,,,,,,242.96,5.0,127.0118064,37.5410367,13
11200-18545,,지상,서울특별시 성동구 성수일로3길 5-15,3.0,1.0,0.0,,,,,,,,,,179.38,0.0,127.0480702,37.5417902,13
11200-22267,,지상,서울특별시 성동구 성덕정길 74,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0516512,37.5379229,13
11200-4646,,지상,서울특별시 성동구 왕십리로24길 35-1,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0344579,37.5657269,13
11740-11411,,지상,서울특별시 강동구 풍성로65길 55,4.0,1.0,0.0,,,,,,,,,,0.0,4.0,127.1406739,37.5303251,13
11740-10251,,지상,서울특별시 강동구 양재대로 1384,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1373716,37.5296701,13
11440-13626,,지상,서울특별시 마포구 백범로 124,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9445489,37.5464493,13
11500-20146,,지상,서울특별시 강서구 방화대로50길 17-6,4.0,1.0,0.0,,,,,,,,,,196.37,4.0,126.8181174,37.5768774,13
11680-100309283,,지상,서울특별시 강남구 언주로98길 12,6.0,1.0,1.0,,,,,,,,,,235.25,8.0,127.0426676,37.504903,13
11710-24406,,지상,서울특별시 송파구 마천로51길 10,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1511416,37.4959053,13
11710-21174,,지상,서울특별시 송파구 오금로40길 8,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1307182,37.4990622,13
11650-941,,지상,서울특별시 서초구 방배천로18길 46,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.985359,37.4825764,13
11650-5664,,지상,서울특별시 서초구 동광로12가길 7,5.0,0.0,1.0,,,,,,,,,,254.89,6.0,126.9845017,37.4873407,13
11650-2513,,지상,서울특별시 서초구 동광로 55,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9886884,37.4922782,13
11620-8404,,지상,서울특별시 관악구 문성로 93,6.0,1.0,1.0,,,,,,,,,,241.44,4.0,126.914039,37.4777272,13
11590-18835,,지상,서울특별시 동작구 상도로 109,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9322853,37.5009163,13
11590-14440,,지상,서울특별시 동작구 동작대로7길 97,6.0,1.0,0.0,,,,,,,,,,290.9,11.0,126.9778842,37.4771111,13
11710-17088,,지상,서울특별시 송파구 오금로15길 16,4.0,1.0,0.0,,,,,,,,,,186.79,13.0,127.1098649,37.513028,13
11710-14784,,지상,서울특별시 송파구 백제고분로7길 33,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0826412,37.5109404,13
11710-14716,,지상,서울특별시 송파구 백제고분로20길 6,4.0,1.0,0.0,,,,,,,,,,192.28,4.0,127.0860883,37.5042827,13
11650-11069,,지상,서울특별시 서초구 원터2길 5,2.0,1.0,0.0,,,,,,,,,,86.73,4.0,127.05633,37.4440111,13
11710-3934,,지상,서울특별시 송파구 오금로46길 42-1,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1333258,37.4943536,13
11710-6277,,지상,서울특별시 송파구 동남로18길 39,3.0,1.0,0.0,,,,,,,,,,0.0,5.0,127.1343104,37.4933317,13
11710-9852,,지상,서울특별시 송파구 오금로56길 19,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1425541,37.4930573,13
11650-393,,지상,서울특별시 서초구 방배중앙로 157,,,,2.0,0.0,0.0,,,,,,,241.78,6.0,126.9861725,37.4931471,13
11440-100264343,,지상,서울특별시 마포구 성미산로1길 61,6.0,1.0,1.0,,,,,,,,,,248.37,8.0,126.9067279,37.5604364,13
11650-100251634,,지상,서울특별시 서초구 방배로27길 8,6.0,2.0,1.0,,,,,,,,,,244.1371,8.0,126.991643,37.4899706,13
11440-100239354,,지상,서울특별시 마포구 마포대로 182,6.0,1.0,1.0,,,,,,,,,,248.79,5.0,126.9555256,37.5503472,13
11620-7190,,지상,서울특별시 관악구 남부순환로266길 25,4.0,1.0,0.0,,,,,,,,,,196.74,0.0,126.9765365,37.4753064,13
11680-100251397,,지상,서울특별시 강남구 선릉로108길 51,5.0,1.0,1.0,,,,,,,,,,182.85,12.0,127.048276,37.5108065,13
11680-100226469,,지상,서울특별시 강남구 논현로 840,6.0,3.0,2.0,,,,,,,,,,249.58,24.0,127.0286329,37.5236461,13
11590-18276,,지상,서울특별시 동작구 상도로 288,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9484925,37.5018194,13
11590-15637,,지상,서울특별시 동작구 상도로 231,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.944503,37.5054543,13
11590-11078,,지상,서울특별시 동작구 상도로 235,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9450238,37.5054392,13
11650-1010,,지상,서울특별시 서초구 동작대로 74,4.0,1.0,0.0,,,,,,,,,,223.44,2.0,126.9823829,37.4831682,13
11650-15131,,지상,서울특별시 서초구 남부순환로317길 74,4.0,1.0,0.0,,,,,,,,,,199.41,6.0,127.0105992,37.4829248,13
11650-16810,,지상,서울특별시 서초구 서초대로54길 32,4.0,1.0,0.0,,,,,,,,,,210.22,5.0,127.0161588,37.4928132,13
11650-2261,11650-393,지상,서울특별시 서초구 방배중앙로 157,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9861725,37.4931471,13
11620-100287148,,지상,서울특별시 관악구 남부순환로196길 9,4.0,2.0,1.0,,,,,,,,,,194.66,4.0,126.9357614,37.4841928,13
11620-100287328,,지상,서울특별시 관악구 청룡5길 24,9.0,0.0,1.0,,,,,,,,,,397.59,4.0,126.9470274,37.4799506,13
11680-8078,,지상,서울특별시 강남구 역삼로 419,4.0,1.0,0.0,,,,,,,,,,188.58,5.0,127.0528844,37.5014206,13
11650-9365,,지상,서울특별시 서초구 강남대로10길 23,5.0,1.0,0.0,,,,,,,,,,235.1,6.0,127.0406648,37.4687179,13
11650-9378,,지상,서울특별시 서초구 강남대로10길 6,5.0,1.0,0.0,,,,,,,,,,212.41,5.0,127.0414584,37.4681182,13
11440-14748,,지상,서울특별시 마포구 신촌로 114,5.0,1.0,1.0,,,,,,,,,,257.44,7.0,126.9383976,37.5552669,13
11440-11921,,지상,서울특별시 마포구 독막로 255,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9419585,37.5463748,13
11680-12462,,지상,서울특별시 강남구 역삼로38길 6,6.0,1.0,0.0,,,,,,,,,,231.45,9.0,127.0433189,37.4974281,13
11470-15098,,지상,서울특별시 양천구 신목로2길 7-13,5.0,1.0,0.0,,,,,,,,,,237.59,4.0,126.8747781,37.5183501,13
