관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수
11680-100277283,,지상,서울특별시 강남구 봉은사로57길 32,5.0,2.0,1.0,,,,,,,,,,194.64,11.0
11680-100312663,,지상,서울특별시 강남구 언주로141길 29-4,4.0,1.0,1.0,,,,,,,,,,149.99,4.0
11680-100312803,,지상,서울특별시 강남구 언주로103길 39,4.0,2.0,1.0,,,,,,,,,,147.2,4.0
11680-100313861,,지상,서울특별시 강남구 논현로 306,7.0,2.0,1.0,,,,,,,,,,249.26,19.0
11680-10171,,지상,서울특별시 강남구 도산대로54길 29,3.0,1.0,0.0,,,,,,,,,,162.22,7.0
11680-12265,,지상,서울특별시 강남구 삼성로108길 7,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-14089,,지상,서울특별시 강남구 언주로136길 29,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-15609,,지상,서울특별시 강남구 압구정로46길 55,2.0,1.0,0.0,,,,,,,,,,87.49,2.0
11680-16147,,지상,서울특별시 강남구 삼성로82길 21,6.0,1.0,1.0,,,,,,,,,,255.33,6.0
11680-19474,,지상,서울특별시 강남구 압구정로79길 58,5.0,2.0,2.0,,,,,,,,,,241.085,16.0
11440-19545,,지상,서울특별시 마포구 어울마당로 94-8,4.0,1.0,0.0,,,,,,,,,,122.88,4.0
11440-28209,,지상,서울특별시 마포구 성미산로29안길 29,3.0,1.0,0.0,,,,,,,,,,162.31,0.0
11650-17059,,지상,서울특별시 서초구 서초대로45길 16,5.0,4.0,3.0,,,,,,,,,,241.7,65.0
11650-16706,,지상,서울특별시 서초구 사임당로 97,3.0,1.0,0.0,,,,,,,,,,0.0,3.0
11650-100290455,,지상,서울특별시 서초구 강남대로 519,9.0,3.0,2.0,,,,,,,,,,399.79,64.0
11380-26292,,지상,서울특별시 은평구 응암로 216,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11380-25587,,지상,서울특별시 은평구 응암로 218-2,4.0,1.0,0.0,,,,,,,,,,191.9,5.0
11380-15231,,지상,서울특별시 은평구 연서로27길 24-1,2.0,1.0,0.0,,,,,,,,,,91.9,0.0
11380-14622,,지상,서울특별시 은평구 통일로87길 9,5.0,1.0,0.0,,,,,,,,,,197.92,8.0
11380-100204524,,지상,서울특별시 은평구 통일로75길 6,5.0,0.0,0.0,,,,,,,,,,231.15,4.0
11350-8614,,지상,서울특별시 노원구 덕릉로 744,7.0,2.0,1.0,,,,,,,,,,395.91,13.0
11350-5099,11350-474,지상,서울특별시 노원구 덕릉로126길 30,6.0,1.0,1.0,,,,,,,,,,296.56,9.0
11350-15088,,지상,서울특별시 노원구 덕릉로 740,7.0,2.0,1.0,,,,,,,,,,381.47,17.0
11350-100222788,,지상,서울특별시 노원구 동일로186길 30,5.0,0.0,1.0,,,,,,,,,,199.16,2.0
11350-100195211,,지상,서울특별시 노원구 노원로1길 75,4.0,1.0,1.0,,,,,,,,,,199.92,3.0
11290-569,,지상,서울특별시 성북구 길음로 118,,,,1.0,276.0,0.0,,,,,,,0.0,0.0
11200-8404,,지상,서울특별시 성동구 마조로1가길 11,5.0,1.0,1.0,,,,,,,,,,259.09,6.0
11200-8363,,지상,서울특별시 성동구 마조로9길 6-8,5.0,0.0,0.0,,,,,,,,,,231.9,4.0
11710-100229062,,지상,서울특별시 송파구 새말로 154,5.0,1.0,1.0,,,,,,,,,,199.54,5.0
11710-100475622,,지상,서울특별시 송파구 석촌호수로 104,6.0,2.0,1.0,,,,,,,,,,249.7,8.0
11500-6094,,지상,서울특별시 강서구 공항대로 479,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11590-100181980,,지상,서울특별시 동작구 강남초등2길 5,5.0,1.0,0.0,,,,,,,,,,242.94,3.0
11710-20830,,지상,서울특별시 송파구 백제고분로36길 8,4.0,1.0,0.0,,,,,,,,,,0.0,8.0
11590-100214258,,지상,서울특별시 동작구 사당로 224,7.0,1.0,1.0,,,,,,,,,,245.52,6.0
11710-12848,,지상,서울특별시 송파구 백제고분로 131,4.0,1.0,0.0,,,,,,,,,,178.57,6.0
11560-10131,,지상,서울특별시 영등포구 양평로14길 4,5.0,2.0,1.0,,,,,,,,,,299.8,7.0
11530-100191436,,지상,서울특별시 구로구 시흥대로161가길 16-6,,,,2.0,0.0,1.0,,,,,,,367.79,6.0
11500-100327032,,지상,서울특별시 강서구 공항대로 206,8.0,3.0,3.0,,,,,,,,,,399.36,91.0
11530-100191438,11530-100191436,지상,서울특별시 구로구 시흥대로161가길 16-8,7.0,0.0,1.0,,,,,,,,,,192.8,6.0
11215-24234,,지상,서울특별시 광진구 동일로 114,4.0,1.0,0.0,,,,,,,,,,76.78,5.0
11110-12954,,지상,서울특별시 종로구 북촌로1길 24-4,1.0,0.0,0.0,,,,,,,,,,62.66,0.0
11110-14401,,지상,서울특별시 종로구 명륜7길 17,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11680-100193068,,지상,서울특별시 강남구 논현로159길 13,6.0,1.0,1.0,,,,,,,,,,297.04,8.0
11110-16201,,지상,서울특별시 종로구 낙산길 7,3.0,1.0,0.0,,,,,,,,,,161.06,0.0
11680-24375,,지상,서울특별시 강남구 압구정로42길 12,6.0,3.0,1.0,,,,,,,,,,246.15,12.0
11680-5523,,지상,서울특별시 강남구 역삼로 560,8.0,1.0,0.0,,,,,,,,,,298.89,0.0
11680-6523,,지상,서울특별시 강남구 논현로115길 7,4.0,0.0,0.0,,,,,,,,,,0.0,11.0
11680-6524,,지상,서울특별시 강남구 논현로115길 7,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-6525,,지상,서울특별시 강남구 논현로115길 7,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11590-24807,,지상,서울특별시 동작구 서달로14길 25,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11680-20898,,지상,서울특별시 강남구 봉은사로24길 73,2.0,1.0,0.0,,,,,,,,,,0.0,2.0
11650-5679,,지상,서울특별시 서초구 동광로12길 116,2.0,1.0,0.0,,,,,,,,,,119.39,0.0
11650-13604,,지상,서울특별시 서초구 사평대로26길 24,4.0,1.0,0.0,,,,,,,,,,212.51,5.0
11620-7440,,지상,서울특별시 관악구 난곡로35길 66-5,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11680-100264470,,지상,서울특별시 강남구 도산대로102길 14-9,5.0,1.0,1.0,,,,,,,,,,198.56,4.0
11590-1419,11590-620,지상,서울특별시 동작구 흑석로 111,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11650-27,,지상,서울특별시 서초구 효령로4길 56-29,,,,2.0,95.0,0.0,,,,,,,0.0,0.0
11680-22796,,지상,서울특별시 강남구 도곡로 139,6.0,2.0,1.0,,,,,,,,,,249.94,18.0
11680-22642,,지상,서울특별시 강남구 논현로149길 36,4.0,2.0,1.0,,,,,,,,,,170.25,5.0
11680-8347,,지상,서울특별시 강남구 언주로 860,6.0,1.0,1.0,,,,,,,,,,292.01,13.0
11680-18036,,지상,서울특별시 강남구 학동로 433,9.0,3.0,1.0,,,,,,,,,,467.98,36.0
11680-100311223,,지상,서울특별시 강남구 삼성로119길 37-9,5.0,2.0,1.0,,,,,,,,,,197.67,6.0
11680-100311203,,지상,서울특별시 강남구 도곡로3길 20-11,4.0,1.0,0.0,,,,,,,,,,147.07,1.0
11680-100311003,,지상,서울특별시 강남구 밤고개로24길 61,2.0,0.0,0.0,,,,,,,,,,99.87,6.0
11545-5544,,지상,서울특별시 금천구 금하로 635,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-100307763,,지상,서울특별시 강남구 삼성로63길 3-6,6.0,1.0,1.0,,,,,,,,,,248.26,4.0
11680-100302143,,지상,서울특별시 강남구 봉은사로29길 9-2,7.0,1.0,1.0,,,,,,,,,,247.59,5.0
11680-15228,,지상,서울특별시 강남구 도산대로81길 33-4,3.0,0.0,0.0,,,,,,,,,,109.37,2.0
11680-14633,,지상,서울특별시 강남구 언주로147길 54,3.0,1.0,0.0,,,,,,,,,,176.53,6.0
11680-14113,,지상,서울특별시 강남구 도산대로35길 21,3.0,1.0,0.0,,,,,,,,,,173.47,4.0
11680-14096,,지상,서울특별시 강남구 논현로99길 31,2.0,1.0,0.0,,,,,,,,,,43.1,2.0
11590-22360,,지상,서울특별시 동작구 장승배기로16길 160,3.0,1.0,0.0,,,,,,,,,,105.38,0.0
11680-58658,11680-4242,지상,서울특별시 강남구 언주로 427,,,,,,,,407호,지상,20.0,4.0,144.0,0.0,0.0
11440-28693,,지상,서울특별시 마포구 동교로46길 24-5,2.0,1.0,0.0,,,,,,,,,,115.92,0.0
11140-16228,,지상,서울특별시 중구 다산로44길 15,4.0,1.0,0.0,,,,,,,,,,199.84,4.0
11680-22720,,지상,서울특별시 강남구 테헤란로55길 47,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-22920,,지상,서울특별시 강남구 논현로8길 50-3,5.0,1.0,0.0,,,,,,,,,,196.44,3.0
11680-23213,,지상,서울특별시 강남구 도산대로 154,5.0,1.0,0.0,,,,,,,,,,281.61,3.0
11680-3065,,지상,서울특별시 강남구 도산대로17길 33,2.0,1.0,0.0,,,,,,,,,,91.71,1.0
11680-5612,,지상,서울특별시 강남구 삼성로 345,6.0,1.0,1.0,,,,,,,,,,296.07,19.0
11680-7751,,지상,서울특별시 강남구 도곡로73길 10,4.0,0.0,0.0,,,,,,,,,,194.23,7.0
11680-100310303,,지상,서울특별시 강남구 테헤란로5길 39-4,2.0,2.0,1.0,,,,,,,,,,85.21,4.0
11680-100310283,,지상,서울특별시 강남구 도산대로75길 7,7.0,2.0,1.0,,,,,,,,,,215.52,6.0
11680-9160,,지상,서울특별시 강남구 선릉로64길 15-5,5.0,0.0,1.0,,,,,,,,,,245.6,4.0
11680-13328,,지상,서울특별시 강남구 언주로103길 17,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-16750,,지상,서울특별시 강남구 광평로46길 10,1.0,1.0,0.0,,,,,,,,,,34.75,1.0
11680-17987,,지상,서울특별시 강남구 역삼로 417,5.0,1.0,0.0,,,,,,,,,,243.88,9.0
11680-18637,,지상,서울특별시 강남구 선릉로145길 11,4.0,0.0,1.0,,,,,,,,,,184.61,7.0
11680-19553,,지상,서울특별시 강남구 학동로18길 44-7,3.0,1.0,0.0,,,,,,,,,,131.15,4.0
11680-19982,,지상,서울특별시 강남구 봉은사로 480,3.0,1.0,0.0,,,,,,,,,,171.17,0.0
11680-20904,,지상,서울특별시 강남구 강남대로114길 19,6.0,1.0,0.0,,,,,,,,,,247.8,0.0
11680-7966,,지상,서울특별시 강남구 강남대로124길 13,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11710-21857,,지상,서울특별시 송파구 백제고분로 228,3.0,1.0,0.0,,,,,,,,,,0.0,9.0
11710-21640,,지상,서울특별시 송파구 백제고분로 433,5.0,1.0,1.0,,,,,,,,,,205.0652,8.0
11710-100217796,11710-100217734,지상,서울특별시 송파구 올림픽로 435,,,,,,,315동,1602,지상,20.0,1.0,61.77,0.0,0.0
11290-100272831,,지상,서울특별시 성북구 화랑로42길 40,3.0,0.0,1.0,,,,,,,,,,141.08,3.0
11290-16759,,지상,서울특별시 성북구 정릉로38길 36,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11560-28879,,지상,서울특별시 영등포구 신길로 162,3.0,0.0,1.0,,,,,,,,,,123.06,15.0
11200-5093,,지상,서울특별시 성동구 왕십리로 320-1,6.0,1.0,1.0,,,,,,,,,,551.34,0.0
11200-25486,,지상,서울특별시 성동구 용답중앙3길 5,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11200-18970,,지상,서울특별시 성동구 왕십리로14길 12-1,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-1775,11110-662,지상,서울특별시 종로구 종로 339,6.0,1.0,0.0,,,,,,,,,,270.63,5.0
11110-8203,,지상,서울특별시 종로구 새문안로5길 11-1,6.0,1.0,0.0,,,,,,,,,,559.66,0.0
11110-100227405,,지상,서울특별시 종로구 삼일대로15길 8,5.0,1.0,1.0,,,,,,,,,,384.102,1.0
11440-19898,,지상,서울특별시 마포구 잔다리로 63,3.0,1.0,0.0,,,,,,,,,,154.7,1.0
11440-26634,,지상,서울특별시 마포구 월드컵로 163-3,4.0,0.0,0.0,,,,,,,,,,205.27,3.0
11440-31585,11440-1052,지상,서울특별시 마포구 모래내로 19,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11440-17059,,지상,서울특별시 마포구 와우산로 116-1,2.0,1.0,0.0,,,,,,,,,,66.2,0.0
11440-8191,,지상,서울특별시 마포구 만리재로 27,9.0,1.0,1.0,,,,,,,,,,443.03,10.0
11740-100258682,,지상,서울특별시 강동구 가래여울2길 33,2.0,0.0,0.0,,,,,,,,,,60.28,2.0
11500-5035,,지상,서울특별시 강서구 허준로 121,3.0,1.0,0.0,,,,,,,,,,1289.02,0.0
11200-100208879,11200-1020,지상,서울특별시 성동구 왕십리로21길 23,1.0,0.0,0.0,,,,,,,,,,25.39,0.0
11200-100181468,,지상,서울특별시 성동구 상원12길 1,7.0,2.0,1.0,,,,,,,,,,355.34,19.0
11170-11577,,지상,서울특별시 용산구 원효로58길 26,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-21733,,지상,서울특별시 용산구 후암로 80-1,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11170-18627,,지상,서울특별시 용산구 이촌로18길 21-43,2.0,0.0,0.0,,,,,,,,,,118.32,0.0
11530-21608,,지상,서울특별시 구로구 경인로35길 131-7,3.0,1.0,0.0,,,,,,,,,,126.28,0.0
11530-19241,,지상,서울특별시 구로구 구로동로 212,4.0,1.0,0.0,,,,,,,,,,0.0,3.0
11230-100259455,,지상,서울특별시 동대문구 장한로33길 40,2.0,0.0,0.0,,,,,,,,,,119.79,1.0
11710-9457,,지상,서울특별시 송파구 마천로41길 14,4.0,1.0,0.0,,,,,,,,,,118.13,5.0
11710-9968,,지상,서울특별시 송파구 도곡로64길 7-15,4.0,1.0,0.0,,,,,,,,,,183.45,2.0
11710-100213530,11710-100213517,지상,서울특별시 송파구 올림픽로 99,,,,,,,109동,701,지상,10.0,1.0,4.8472,0.0,0.0
11260-603,,지상,서울특별시 중랑구 상봉중앙로8길 104,,,,11.0,494.0,0.0,,,,,,,292.0,540.0
11740-4755,,지상,서울특별시 강동구 성내로12길 12,4.0,1.0,0.0,,,,,,,,,,193.9,4.0
11440-100187552,,지상,서울특별시 마포구 동교로29길 10,5.0,0.0,0.0,,,,,,,,,,199.68,2.0
11680-11553,,지상,서울특별시 강남구 봉은사로74길 11-11,4.0,1.0,0.0,,,,,,,,,,195.38,4.0
11440-20155,,지상,서울특별시 마포구 독막로3길 33-5,2.0,1.0,0.0,,,,,,,,,,96.98,2.0
11680-20162,,지상,서울특별시 강남구 논현로16길 6,4.0,1.0,0.0,,,,,,,,,,191.3,4.0
11680-20641,,지상,서울특별시 강남구 테헤란로 421,7.0,1.0,1.0,,,,,,,,,,357.32,34.0
11440-26394,,지상,서울특별시 마포구 희우정로13길 10-8,2.0,1.0,0.0,,,,,,,,,,102.82,0.0
11710-618,,지상,서울특별시 송파구 양산로2길 38,,,,8.0,660.0,0.0,,,,,,,277.86,0.0
11170-15811,,지상,서울특별시 용산구 두텁바위로 77,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-15810,,지상,서울특별시 용산구 두텁바위로 77,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-10772,,지상,서울특별시 용산구 두텁바위로 81-3,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11440-28206,,지상,서울특별시 마포구 성미산로29안길 27-12,4.0,1.0,0.0,,,,,,,,,,172.61,1.0
11170-10351,,지상,서울특별시 용산구 독서당로20길 9-3,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11620-100261048,,지상,서울특별시 관악구 신림동길 3-12,10.0,1.0,1.0,,,,,,,,,,431.8,11.0
11170-18544,,지상,서울특별시 용산구 우사단로10길 39-48,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-33465,,지상,서울특별시 마포구 월드컵북로48길 54,4.0,0.0,0.0,,,,,,,,,,189.45,0.0
11680-48445,11680-1500,지상,서울특별시 강남구 압구정로11길 17,,,,,,,2,1106호,지상,20.0,3.0,44.8,0.0,0.0
11680-4738,,지상,서울특별시 강남구 논현로93길 3,8.0,1.0,1.0,,,,,,,,,,380.22,5.0
11170-100228599,,지상,서울특별시 용산구 효창원로64길 27-3,4.0,0.0,0.0,,,,,,,,,,191.46,2.0
11680-14805,,지상,서울특별시 강남구 선릉로132길 5,5.0,1.0,1.0,,,,,,,,,,234.81,5.0
11170-13016,,지상,서울특별시 용산구 두텁바위로38길 29-15,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-19421,,지상,서울특별시 용산구 한남대로42나길 18,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-8148,,지상,서울특별시 종로구 삼청로 74,2.0,1.0,0.0,,,,,,,,,,84.35,0.0
11110-7003,,지상,서울특별시 종로구 돈화문로 84,3.0,1.0,0.0,,,,,,,,,,203.77,0.0
11170-12684,,지상,서울특별시 용산구 이태원로 211,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-20976,,지상,서울특별시 용산구 효창원로 155,5.0,1.0,0.0,,,,,,,,,,225.8,5.0
11170-22801,,지상,서울특별시 용산구 우사단로4길 94,5.0,1.0,0.0,,,,,,,,,,242.07,4.0
11170-23297,,지상,서울특별시 용산구 한남대로20길 7,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-7691,,지상,서울특별시 용산구 한강대로 343,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11230-9464,,지상,서울특별시 동대문구 황물로15나길 6,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-21040,,지상,서울특별시 마포구 동교로13길 34,3.0,0.0,0.0,,,,,,,,,,103.03,2.0
11170-25401,,지상,서울특별시 용산구 청파로47길 49,8.0,2.0,0.0,,,,,,,,,,398.79,22.0
11170-25546,,지상,서울특별시 용산구 청파로 247,5.0,2.0,0.0,,,,,,,,,,244.7238,4.0
11440-19487,,지상,서울특별시 마포구 와우산로21길 8,4.0,1.0,0.0,,,,,,,,,,175.11,0.0
11215-10711,,지상,서울특별시 광진구 천호대로 677,5.0,1.0,1.0,,,,,,,,,,203.79,13.0
11440-26195,,지상,서울특별시 마포구 방울내로 67,4.0,1.0,0.0,,,,,,,,,,160.27,5.0
11440-22774,,지상,서울특별시 마포구 토정로 28-7,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-16871,,지상,서울특별시 종로구 평창1길 7-9,2.0,1.0,0.0,,,,,,,,,,57.35,0.0
11110-24556,,지상,서울특별시 종로구 통일로12길 6-6,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11320-440,,지상,서울특별시 도봉구 노해로70길 126,,,,9.0,160.0,0.0,,,,,,,0.0,0.0
11230-26074,,지상,서울특별시 동대문구 전농로38길 89,5.0,1.0,0.0,,,,,,,,,,245.15,6.0
11350-1558,11350-631,지상,서울특별시 노원구 석계로9길 43,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11350-9379,,지상,서울특별시 노원구 석계로9길 41,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-2357,,지상,중곡동 82-15,3.0,0.0,0.0,,,,,,,,,,136.3,0.0
11200-26193,,지상,서울특별시 성동구 자동차시장1길 57,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11320-5447,,지상,서울특별시 도봉구 방학로15길 25,2.0,0.0,0.0,,,,,,,,,,119.89,2.0
11200-5990,11200-675,지상,서울특별시 성동구 청계천로10가길 34,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11200-6174,,지상,서울특별시 성동구 청계천로10가길 76,5.0,1.0,0.0,,,,,,,,,,245.98,8.0
11230-17757,,지상,서울특별시 동대문구 경희대로 22-1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11230-21189,,지상,서울특별시 동대문구 황물로15가길 6,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11230-18862,,지상,서울특별시 동대문구 천호대로9가길 18,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11230-11002,,지상,서울특별시 동대문구 이문로9길 84,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11215-100264270,,지상,서울특별시 광진구 동일로 424,6.0,0.0,2.0,,,,,,,,,,192.34,7.0
11230-100243793,,지상,답십리동 1009-0,,,,9.0,764.0,0.0,,,,,,,299.89,910.0
11440-19879,,지상,서울특별시 마포구 잔다리로 64,6.0,1.0,0.0,,,,,,,,,,292.79,14.0
11215-24241,,지상,서울특별시 광진구 동일로 130,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-25533,,지상,서울특별시 광진구 면목로 12,2.0,1.0,0.0,,,,,,,,,,28.52,2.0
11215-25306,,지상,서울특별시 광진구 능동로 277-1,6.0,1.0,1.0,,,,,,,,,,255.67,5.0
11740-100182101,11740-100181998,지상,서울특별시 강동구 아리수로97길 68,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11440-100245638,,지상,서울특별시 마포구 신촌로4길 5-13,6.0,1.0,1.0,,,,,,,,,,321.54,4.0
11440-100234054,,지상,서울특별시 마포구 동교로12안길 9,4.0,1.0,1.0,,,,,,,,,,197.85,4.0
11215-100255230,,지상,서울특별시 광진구 면목로 194,2.0,0.0,0.0,,,,,,,,,,119.63,2.0
11215-25307,,지상,서울특별시 광진구 능동로 277,4.0,1.0,0.0,,,,,,,,,,215.25,4.0
11560-15024,,지상,서울특별시 영등포구 도림로143길 15,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11440-100238187,,지상,서울특별시 마포구 토정로14길 24,4.0,1.0,0.0,,,,,,,,,,183.26,2.0
11740-3635,,지상,서울특별시 강동구 풍성로 247,3.0,1.0,0.0,,,,,,,,,,135.29,3.0
11215-2322,,지상,서울특별시 광진구 용마산로 38,3.0,1.0,1.0,,,,,,,,,,149.66,6.0
11230-13674,,지상,서울특별시 동대문구 답십리로 52,4.0,1.0,0.0,,,,,,,,,,233.33,0.0
11440-16530,11440-1061,지상,서울특별시 마포구 광성로 28,0.0,2.0,0.0,,,,,,,,,,0.0,0.0
11215-12691,,지상,서울특별시 광진구 광나루로 524,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-16102,,지상,서울특별시 강남구 역삼로103길 8,2.0,1.0,0.0,,,,,,,,,,85.5,8.0
11680-16345,,지상,서울특별시 강남구 논현로101길 14,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-16430,,지상,서울특별시 강남구 역삼로64길 25,4.0,1.0,0.0,,,,,,,,,,191.73,5.0
11530-100272667,,지상,서울특별시 구로구 경인로35길 79,6.0,1.0,1.0,,,,,,,,,,199.69,6.0
11215-100255150,,지상,서울특별시 광진구 용마산로 163,7.0,1.0,1.0,,,,,,,,,,199.17,9.0
11230-36496,,지상,서울특별시 동대문구 약령시로14길 54,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11230-27362,,지상,서울특별시 동대문구 전농로4길 81,2.0,1.0,0.0,,,,,,,,,,67.6,5.0
11560-8142,,지상,서울특별시 영등포구 당산로16길 9,3.0,0.0,0.0,,,,,,,,,,168.91,0.0
11560-9702,,지상,서울특별시 영등포구 양평로 61,4.0,1.0,0.0,,,,,,,,,,199.69,6.0
11305-100195610,,지상,서울특별시 강북구 덕릉로41길 87-6,6.0,1.0,0.0,,,,,,,,,,278.66,0.0
11305-100243524,,지상,서울특별시 강북구 삼양로41길 15-3,3.0,1.0,0.0,,,,,,,,,,149.4,3.0
11290-573,,지상,서울특별시 성북구 동소문로34길 24,,,,4.0,736.0,0.0,,,,,,,0.0,0.0
11350-13302,,지상,서울특별시 노원구 동일로174길 6,2.0,0.0,0.0,,,,,,,,,,125.71,0.0
11680-9449,,지상,서울특별시 강남구 논현로8길 56,4.0,1.0,0.0,,,,,,,,,,171.07,0.0
11680-9248,,지상,서울특별시 강남구 강남대로118길 81,5.0,1.0,0.0,,,,,,,,,,229.84,5.0
11680-7081,,지상,서울특별시 강남구 테헤란로78길 14-13,10.0,1.0,1.0,,,,,,,,,,536.64,7.0
11680-3711,,지상,서울특별시 강남구 논현로79길 53,2.0,0.0,0.0,,,,,,,,,,119.55,0.0
11680-3213,,지상,서울특별시 강남구 봉은사로2길 37,5.0,1.0,1.0,,,,,,,,,,253.78,6.0
11545-100239191,,지상,서울특별시 금천구 탑골로 19-6,3.0,0.0,0.0,,,,,,,,,,128.43,1.0
11545-825,,지상,서울특별시 금천구 금하로23라길 31,,,,2.0,197.0,0.0,,,,,,,0.0,0.0
11260-17071,,지상,서울특별시 중랑구 봉화산로 117,4.0,0.0,1.0,,,,,,,,,,199.58,5.0
11500-100220147,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,,,,,,,309,지상,20.0,2.0,35.43,0.0,0.0
11680-17621,,지상,서울특별시 강남구 선릉로 313,0.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-16906,,지상,서울특별시 강남구 강남대로126길 30,6.0,1.0,1.0,,,,,,,,,,282.1,0.0
11500-8160,,지상,서울특별시 강서구 방화동로 83,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11680-16443,,지상,서울특별시 강남구 도산대로15길 34,5.0,1.0,0.0,,,,,,,,,,243.28,8.0
11680-13804,,지상,서울특별시 강남구 압구정로 412,5.0,1.0,1.0,,,,,,,,,,215.14,14.0
11680-13327,,지상,서울특별시 강남구 테헤란로82길 11,2.0,1.0,0.0,,,,,,,,,,80.77,10.0
11680-12745,,지상,서울특별시 강남구 남부순환로359길 24,4.0,1.0,0.0,,,,,,,,,,207.72,3.0
11680-11692,,지상,서울특별시 강남구 학동로33길 31,5.0,1.0,1.0,,,,,,,,,,273.083,5.0
11305-19587,,지상,서울특별시 강북구 수유로4길 35,3.0,1.0,0.0,,,,,,,,,,169.92,3.0
11305-21243,,지상,서울특별시 강북구 한천로139나길 11,2.0,1.0,0.0,,,,,,,,,,114.06,0.0
11305-3089,,지상,서울특별시 강북구 도봉로 168,6.0,1.0,1.0,,,,,,,,,,359.01,13.0
11680-100314023,,지상,서울특별시 강남구 선릉로148길 48-18,4.0,1.0,1.0,,,,,,,,,,196.19,4.0
11590-28860,,지상,서울특별시 동작구 성대로2길 7,4.0,1.0,0.0,,,,,,,,,,185.72,0.0
11590-3669,11590-340,지상,서울특별시 동작구 사당로23바길 9,4.0,2.0,1.0,,,,,,,,,,0.0,0.0
11500-100359414,11500-100359415,지상,서울특별시 강서구 공항대로81길 27,1.0,0.0,0.0,,,,,,,,,,4.1504,4.0
11410-7767,,지상,서울특별시 서대문구 통일로 437,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-7777,,지상,서울특별시 서대문구 통일로37길 5,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-8774,,지상,서울특별시 서대문구 세검정로 89,4.0,1.0,0.0,,,,,,,,,,174.11,7.0
11350-12149,,지상,서울특별시 노원구 공릉로35길 18,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11290-19258,,지상,서울특별시 성북구 보국문로 37,2.0,1.0,0.0,,,,,,,,,,94.52,9.0
11260-25425,,지상,서울특별시 중랑구 양원역로 3,4.0,1.0,0.0,,,,,,,,,,191.88,0.0
11650-5603,,지상,서울특별시 서초구 명달로 21,4.0,1.0,0.0,,,,,,,,,,165.33,10.0
11260-16895,,지상,서울특별시 중랑구 봉화산로30길 66,2.0,0.0,0.0,,,,,,,,,,92.25,0.0
